164005_CookingArea_7.jpg,2,3,Well organised
255004_CookingArea_7.jpg,2,2,NA
308004_CookingArea_7.jpg,4,3,Nice
110005_CookingArea_7.jpg,4,4,Very sophisticated
268002_CookingArea_7.jpg,1,3,fine
461011_CookingArea_7.jpg,2,2,Neat and clean
217007_CookingArea_7.jpg,1,1,Small kitchen are
375005_CookingArea_7.jpg,3,3,Neat and clean
186004_CookingArea_7.jpg,2,2,On average
54005_CookingArea_7.jpg,1,2,Simple
524014_CookingArea_7.jpg,1,1,Small kitchen area
333012_CookingArea_7.jpg,0,3,Messy
156013_CookingArea_7.jpg,4,4,Spacious kitchen
464013_CookingArea_7.jpg,3,3,Good looking
58014_CookingArea_7.jpg,2,2,NA
1036006_CookingArea_7.jpg,3,3,Fine
125003_CookingArea_7.jpg,4,4,Well arranged
77012_CookingArea_7.jpg,4,4,Looking beautiful
306010_CookingArea_7.jpg,4,2,Normal kitchen
363013_CookingArea_7.jpg,1,2,NA
195013_CookingArea_7.jpg,0,2,Quite spacious
513010_CookingArea_7.jpg,3,1,few items
403003_CookingArea_7.jpg,1,2,Neat and clean
430010_CookingArea_7.jpg,1,1,Not so clean
158004_CookingArea_7.jpg,2,2,Basic
15004_CookingArea_7.jpg,2,2,Small
164005_CookingArea_7.jpg,2,2,Well arranged
224001_CookingArea_7.jpg,1,2,NA
203008_CookingArea_7.jpg,0,2,Nice
441003_CookingArea_7.jpg,2,3,Fine kitchen
184007_CookingArea_7.jpg,1,1,No space
503001_CookingArea_7.jpg,2,2,Lots of item
30002_CookingArea_7.jpg,3,1,Small Kitchen
432013_CookingArea_7.jpg,2,2,Neat and clean
502007_CookingArea_7.jpg,2,2,NA
480011_CookingArea_7.jpg,1,2,Neat and clean
31007_CookingArea_7.jpg,0,3,Nicely decorated 
50014_CookingArea_7.jpg,4,4,Preety much fine
270009_CookingArea_7.jpg,1,3,Nicely organised
235010_CookingArea_7.jpg,3,3,A spacious kitchen
510012_CookingArea_7.jpg,2,2,On average
376006_CookingArea_7.jpg,2,2,Only cylinder and cooking
128011_CookingArea_7.jpg,2,2,On average
415013_CookingArea_7.jpg,1,1,only hearth
382009_CookingArea_7.jpg,1,1,Only hearth
126014_CookingArea_7.jpg,2,2,NA
38002_CookingArea_7.jpg,0,2,Small kitchen
406008_CookingArea_7.jpg,2,3,Looks nice kitchen
244002_CookingArea_7.jpg,4,4,Neat and clean
133009_CookingArea_7.jpg,3,3,Joint hearth
374012_CookingArea_7.jpg,3,3,Nicely arranged utensil
452007_CookingArea_7.jpg,1,1,Small kitchen
339008_CookingArea_7.jpg,1,1,NA
95012_CookingArea_7.jpg,1,1,Few items
374006_CookingArea_7.jpg,0,4,Big size kitchen
66003_CookingArea_7.jpg,3,2,Neat and clean
462011_CookingArea_7.jpg,4,3,Middle size kitchen
56009_CookingArea_7.jpg,2,2,Lots of utensils
366008_CookingArea_7.jpg,3,2,Lots of item
136014_CookingArea_7.jpg,1,1,Small kitchen
424005_CookingArea_7.jpg,1,1,A big hearth
506011_CookingArea_7.jpg,1,1,Scattered things
309006_CookingArea_7.jpg,2,4,Sophisticated kitcen
196002_CookingArea_7.jpg,0,2,Well organised
123010_CookingArea_7.jpg,3,1,Neat and clean
362001_CookingArea_7.jpg,2,4,Modern kitchen
316003_CookingArea_7.jpg,1,2,Well ordered things
268008_CookingArea_7.jpg,2,2,Normal kitchen
513006_CookingArea_7.jpg,2,2,Looks nice
13004_CookingArea_7.jpg,4,3,Modern kitchen
269013_CookingArea_7.jpg,3,2,New style kitchen
