498001_HouseInterior_6.jpg,2,3,Quite neat and clean
135008_HouseInterior_6.jpg,4,1,Floor is not clearly visible
23011_HouseInterior_6.jpg,1,4,"Spacious, neat and clean"
220009_HouseInterior_6.jpg,4,1,Just a small shop
444002_HouseInterior_6.jpg,3,3,Looks preety
109003_HouseInterior_6.jpg,3,3,Nice curtains and furniture
163008_HouseInterior_6.jpg,3,3,well designed
236002_HouseInterior_6.jpg,0,2,NA
206007_HouseInterior_6.jpg,0,0,No home appliances
271010_HouseInterior_6.jpg,0,0,Shabby
331009_HouseInterior_6.jpg,2,0,On floor no carpets
141004_HouseInterior_6.jpg,1,0,NA
53007_HouseInterior_6.jpg,3,2,Wooden sofa
315010_HouseInterior_6.jpg,0,2,On average
191010_HouseInterior_6.jpg,2,0,Old house
74013_HouseInterior_6.jpg,4,2,fridge and almira
523010_HouseInterior_6.jpg,2,3,Wooden floor and beautiful window
101009_HouseInterior_6.jpg,1,1,Tv and bed only
112007_HouseInterior_6.jpg,3,2,Beautifully painted room
28006_HouseInterior_6.jpg,1,4,Oven wooden sofa and window
274009_HouseInterior_6.jpg,2,3,Well furnitured room
370006_HouseInterior_6.jpg,1,1,Without door
101003_HouseInterior_6.jpg,0,0,NA
18011_HouseInterior_6.jpg,0,0,Room without door
298009_HouseInterior_6.jpg,4,0,NA
477003_HouseInterior_6.jpg,0,2,Neat and clean
78001_HouseInterior_6.jpg,3,2,Spacious room
51003_HouseInterior_6.jpg,2,2,Wooden sofa
217013_HouseInterior_6.jpg,1,2,NA
163008_HouseInterior_6.jpg,3,1,Only plastic chairs
408004_HouseInterior_6.jpg,1,1,NA
384008_HouseInterior_6.jpg,2,2,A large room
53009_HouseInterior_6.jpg,4,1,A small room
241001_HouseInterior_6.jpg,1,3,A fridge and window 
14010_HouseInterior_6.jpg,3,0,old furniture
1023002_HouseInterior_6.jpg,0,2,Tv and sofas are there
159006_HouseInterior_6.jpg,3,1,Not so good and clean
259003_HouseInterior_6.jpg,0,4,Beautifully crafted 
141004_HouseInterior_6.jpg,1,2,NA
504005_HouseInterior_6.jpg,2,2,nice furniture
58007_HouseInterior_6.jpg,4,1,A small room
394008_HouseInterior_6.jpg,4,4,Spacious room
118006_HouseInterior_6.jpg,2,2,NA
281009_HouseInterior_6.jpg,0,0,No items
