386003_HouseInterior_6.jpg,0,0,NA
155009_HouseInterior_6.jpg,3,1,Only Bed
274014_HouseInterior_6.jpg,2,2,Floor is shining
192006_HouseInterior_6.jpg,4,1,Only table an almira
120007_HouseInterior_6.jpg,1,1,Only Bench
285011_HouseInterior_6.jpg,0,0,NA
23007_HouseInterior_6.jpg,2,2,Fully furnitured house
64001_HouseInterior_6.jpg,1,1,Only wooden sofa
32011_HouseInterior_6.jpg,1,1,Only wooden sofa but quite spacious
471012_HouseInterior_6.jpg,2,2,Small space
37011_HouseInterior_6.jpg,0,0,Only bed
251005_HouseInterior_6.jpg,1,0,No basic facility
193004_HouseInterior_6.jpg,1,1, A large room with fridge and wooden sofa
263006_HouseInterior_6.jpg,0,0,No basic items
74013_HouseInterior_6.jpg,4,0,Only wooden sofa
6002_HouseInterior_6.jpg,0,2,"Room has LCD, Wooden sofa and washing machine"
152013_HouseInterior_6.jpg,2,2,Small room with Tv and wden sofa
400012_HouseInterior_6.jpg,1,1,Wooden floor
203004_HouseInterior_6.jpg,0,3,A big room with large space and wooden sofa 
363008_HouseInterior_6.jpg,2,2,Small but preety room
443007_HouseInterior_6.jpg,2,2,"Fridge, tv and almira"
96002_HouseInterior_6.jpg,3,0,NA
28006_HouseInterior_6.jpg,1,2,A small tv and wden floor of room
324011_HouseInterior_6.jpg,0,2,Middle size room
51004_HouseInterior_6.jpg,2,0,only two plastic chair
26014_HouseInterior_6.jpg,0,2,On average but messy room
335006_HouseInterior_6.jpg,0,0,No item 
283003_HouseInterior_6.jpg,3,3,Nicely decorated room
368010_HouseInterior_6.jpg,4,2,Middle size room with fridge and tv
280012_HouseInterior_6.jpg,2,3,Everything seems fine
398007_HouseInterior_6.jpg,1,2,NA
464014_HouseInterior_6.jpg,2,0,Wall are not built
163001_HouseInterior_6.jpg,3,1,Only almira and small tv but space crunch
75010_HouseInterior_6.jpg,0,2,Comparatively big room
89004_HouseInterior_6.jpg,1,2,More than middle size room having fridge
369004_HouseInterior_6.jpg,2,2,Floor has carpet on it
99010_HouseInterior_6.jpg,2,0,Old furniture
71007_HouseInterior_6.jpg,2,2,"Moderate size of room, having wooden sofa"
363008_HouseInterior_6.jpg,2,2,A small tv and inverter
163007_HouseInterior_6.jpg,3,2,"Room has tv, fridge and almira"
143002_HouseInterior_6.jpg,2,2,A big room but things are unorganised
1001001_HouseInterior_6.jpg,1,1,Only tv is here
265006_HouseInterior_6.jpg,0,0,Roof is very defective
56014_HouseInterior_6.jpg,0,0,No item
494001_HouseInterior_6.jpg,1,1,Only wooden sofa
193004_HouseInterior_6.jpg,1,1,only wooden sofa
224006_HouseInterior_6.jpg,0,0,No items at all
488001_HouseInterior_6.jpg,2,1,Wooden sofa and walls are also made of light furniture
437011_HouseInterior_6.jpg,1,1,Very congested space
93001_HouseInterior_6.jpg,3,1,"Tv , Almira and space is not much"
368010_HouseInterior_6.jpg,4,4,Floor has beautiful and shinning carpet
185007_HouseInterior_6.jpg,1,3,Looks preety
1069003_HouseInterior_6.jpg,3,3,Floor has carpet on it
321009_HouseInterior_6.jpg,2,2,Middle size room
